"","AGG","SCHP","VCSH","BNDX","VWOB","1306","VOO","VSS","VGK","VWO","1343","VNQ","VNQI","IAU","BCI"
"1",0.177921165254526,0.01,0.474378504022645,0.222288247193115,0.0099999999999996,0.0154120835297135,0.01,0.0100000000000001,0.00999999999999996,0.0100000000000001,0.01,0.00999999999999997,0.0100000000000001,0.00999999999999999,0.01
"2",0.201139336564771,0.01,0.335237585681023,0.309648133544429,0.00999999999999962,0.0425371324540603,0.01,0.0100000000000001,0.00999999999999995,0.0100000000000001,0.0114378117557172,0.00999999999999998,0.0100000000000001,0.01,0.01
"3",0.206729851629619,0.01,0.271498896163453,0.34948499227101,0.00999999999999964,0.0437178733448126,0.01,0.01,0.00999999999999996,0.0100000000000001,0.028568386591105,0.00999999999999998,0.0100000000000001,0.01,0.01
"4",0.212320366694467,0.01,0.207760206645885,0.389321850997591,0.00999999999999965,0.044898614235565,0.01,0.01,0.00999999999999995,0.01,0.0456989614264926,0.00999999999999998,0.0100000000000001,0.01,0.01
"5",0.201741036197657,0.0363682622579086,0.152881665017487,0.415633342789229,0.00999999999999967,0.0455086846052203,0.01,0.01,0.00999999999999995,0.01,0.0578670091324986,0.00999999999999998,0.0100000000000001,0.01,0.01
"6",0.178763580330785,0.0829542204744866,0.104796584953601,0.431574346235996,0.00999999999999969,0.0456811970131386,0.0100000000000001,0.01,0.00999999999999995,0.01,0.0662300709919918,0.00999999999999998,0.0100000000000001,0.01,0.01
"7",0.155786124463914,0.129540178691064,0.0567115048897154,0.447515349682764,0.0099999999999997,0.0458537094210569,0.0100000000000001,0.01,0.00999999999999995,0.01,0.0745931328514848,0.00999999999999999,0.0100000000000001,0.01,0.01
"8",0.140474726396213,0.155680391102777,0.0270932035898997,0.454033688283104,0.00999999999999971,0.0456534605234964,0.0100000000000001,0.01,0.00999999999999995,0.01,0.0791788654536619,0.00999999999999999,0.0100000000000001,0.017885664650847,0.01
"9",0.121537140448346,0.181183779988527,0.0100000000000001,0.451835067607044,0.00999999999999972,0.0453474186251552,0.01,0.01,0.00999999999999995,0.01,0.0837307693099894,0.00999999999999999,0.0100000000000001,0.0263658240209383,0.01
"10",0.0974979594550111,0.206047263003187,0.0100000000000001,0.437699980180039,0.00999999999999974,0.0448995461870761,0.01,0.01,0.00999999999999994,0.01,0.0882802988087589,0.00999999999999999,0.0100000000000001,0.0355749523659272,0.01
"11",0.0734587784616764,0.230910746017847,0.0100000000000001,0.423564892753034,0.00999999999999975,0.044451673748997,0.01,0.01,0.00999999999999994,0.01,0.0928298283075283,0.00999999999999999,0.0100000000000001,0.0447840807109161,0.01
"12",0.0494195974683417,0.255774229032507,0.01,0.40942980532603,0.00999999999999977,0.0440038013109179,0.01,0.01,0.00999999999999994,0.01,0.0973793578062977,0.00999999999999999,0.0100000000000001,0.053993209055905,0.01
"13",0.0253804164750069,0.280637712047168,0.01,0.395294717899025,0.00999999999999978,0.0435559288728389,0.01,0.01,0.00999999999999994,0.01,0.101928887305067,0.01,0.0100000000000001,0.063202337400894,0.01
"14",0.01,0.302597578471934,0.00999999999999998,0.374992759925929,0.00999999999999979,0.0429244401800037,0.01,0.01,0.00999999999999993,0.01,0.106610031714819,0.01,0.0100000000000001,0.0728751897073135,0.01
"15",0.01,0.319399800022333,0.00999999999999996,0.343736694453366,0.00999999999999981,0.0419667970498062,0.01,0.01,0.00999999999999993,0.01,0.11152496145745,0.01,0.0100000000000001,0.0833717470170446,0.01
"16",0.01,0.336202021572732,0.00999999999999994,0.312480628980802,0.00999999999999982,0.0410091539196087,0.01,0.01,0.00999999999999993,0.00999999999999999,0.116439891200081,0.01,0.0100000000000001,0.0938683043267758,0.01
"17",0.01,0.353004243123131,0.00999999999999993,0.281224563508238,0.00999999999999984,0.0400515107894111,0.01,0.01,0.00999999999999993,0.00999999999999999,0.121354820942712,0.01,0.0100000000000001,0.104364861636507,0.01
"18",0.01,0.36980646467353,0.00999999999999991,0.249968498035675,0.00999999999999985,0.0390938676592136,0.01,0.01,0.00999999999999993,0.00999999999999998,0.126269750685344,0.01,0.0100000000000001,0.114861418946238,0.01
"19",0.01,0.386608686223929,0.00999999999999989,0.218712432563111,0.00999999999999987,0.0381362245290161,0.01,0.01,0.00999999999999992,0.00999999999999998,0.131184680427975,0.01,0.0100000000000001,0.125357976255969,0.01
"20",0.01,0.403410907774328,0.00999999999999988,0.187456367090548,0.00999999999999988,0.0371785813988185,0.00999999999999999,0.01,0.00999999999999992,0.00999999999999997,0.136099610170606,0.01,0.0100000000000001,0.1358545335657,0.01
"21",0.01,0.420213129324727,0.00999999999999986,0.156200301617984,0.00999999999999989,0.036220938268621,0.00999999999999999,0.01,0.00999999999999992,0.00999999999999997,0.141014539913237,0.01,0.0100000000000001,0.146351090875432,0.01
"22",0.01,0.437015350875126,0.00999999999999984,0.12494423614542,0.00999999999999991,0.0352632951384235,0.00999999999999998,0.01,0.00999999999999992,0.00999999999999997,0.145929469655868,0.01,0.0100000000000001,0.156847648185163,0.01
"23",0.01,0.453817572425524,0.00999999999999983,0.0936881706728569,0.00999999999999992,0.0343056520082259,0.00999999999999998,0.01,0.00999999999999991,0.00999999999999996,0.150844399398499,0.01,0.0100000000000001,0.167344205494894,0.01
"24",0.01,0.470619793975923,0.00999999999999981,0.0624321052002931,0.00999999999999994,0.0333480088780284,0.00999999999999997,0.01,0.00999999999999991,0.00999999999999996,0.15575932914113,0.01,0.0100000000000001,0.177840762804625,0.01
"25",0.01,0.479433184651282,0.00999999999999981,0.033559506189752,0.0214319674896819,0.0321412990666268,0.00999999999999997,0.01,0.00999999999999991,0.00999999999999996,0.158893131189073,0.01,0.0100000000000001,0.184540911413584,0.01
"26",0.01,0.478751777664101,0.00999999999999981,0.01,0.0396129834965228,0.0306535939453661,0.00999999999999997,0.01,0.00999999999999991,0.00999999999999995,0.161328212781029,0.01,0.0100000000000001,0.18965343211298,0.01
"27",0.01,0.448294676742904,0.00999999999999982,0.01,0.05994305033731,0.0283264645886258,0.00999999999999997,0.01,0.00999999999999991,0.00999999999999996,0.165515950609699,0.01,0.0100000000000001,0.197919857721461,0.01
"28",0.00999999999999999,0.421924406563598,0.00999999999999982,0.01,0.0749419881910803,0.0264556759286816,0.00999999999999996,0.01,0.00999999999999992,0.00999999999999996,0.16938978206031,0.0120498915914639,0.0100000000000001,0.205238255664866,0.01
"29",0.01,0.398864813015552,0.00999999999999992,0.01,0.0856222631810721,0.0249545616145058,0.00999999999999998,0.01,0.01,0.00999999999999996,0.173009322943026,0.0157603677818724,0.0100000000000001,0.211788671463971,0.01
"30",0.01,0.375805219467506,0.00999999999999991,0.01,0.0963025381710642,0.0234534473003302,0.01,0.01,0.01,0.00999999999999996,0.176628863825743,0.0194708439722809,0.0100000000000001,0.218339087263075,0.01
"31",0.01,0.35274562591946,0.00999999999999991,0.0100000000000001,0.106982813161056,0.0219523329861545,0.01,0.00999999999999996,0.01,0.00999999999999996,0.18024840470846,0.0231813201626893,0.0100000000000001,0.224889503062179,0.01
"32",0.01,0.329686032371414,0.00999999999999991,0.0100000000000001,0.117663088151048,0.0204512186719789,0.01,0.00999999999999996,0.01,0.00999999999999996,0.183867945591177,0.0268917963530978,0.0100000000000001,0.231439918861284,0.01
"33",0.01,0.306626438823368,0.00999999999999991,0.0100000000000001,0.12834336314104,0.0189501043578033,0.01,0.00999999999999996,0.01,0.00999999999999996,0.187487486473893,0.0306022725435063,0.0100000000000001,0.237990334660388,0.0100000000000001
"34",0.00999999999999988,0.283566845275324,0.00999999999999992,0.0100000000000001,0.139023638131032,0.0174489900436275,0.01,0.01,0.01,0.01,0.19110702735661,0.0343127487339145,0.0100000000000001,0.244540750459492,0.00999999999999995
"35",0.01,0.260507251727277,0.0100000000000001,0.01,0.149703913121024,0.0159478757294519,0.01,0.01,0.00999999999999997,0.00999999999999998,0.194726568239327,0.0380232249243229,0.0100000000000001,0.251091166258596,0.01
"36",0.0100000000000001,0.237447658179232,0.0100000000000001,0.01,0.160384188111016,0.0144467614152762,0.01,0.0100000000000001,0.00999999999999997,0.00999999999999998,0.198346109122044,0.0417337011147313,0.0100000000000001,0.2576415820577,0.01
"37",0.0100000000000001,0.214388064631187,0.0100000000000001,0.01,0.171064463101008,0.0129456471011006,0.01,0.0100000000000001,0.00999999999999993,0.00999999999999998,0.20196565000476,0.0454441773051397,0.0100000000000001,0.264191997856804,0.01
"38",0.0100000000000001,0.191328471083141,0.0100000000000001,0.01,0.181744738091,0.011444532786925,0.01,0.0100000000000001,0.00999999999999995,0.00999999999999997,0.205585190887477,0.0491546534955482,0.0100000000000002,0.270742413655908,0.00999999999999999
"39",0.0100000000000001,0.16824539011605,0.0100000000000001,0.01,0.192409230408002,0.01,0.01,0.01,0.00999999999999994,0.00999999999999998,0.209180904222426,0.0528701363920365,0.0100000000000002,0.277294338861484,0.01
"40",0.0100000000000001,0.144562672685631,0.0100000000000001,0.01,0.202670789299437,0.01,0.01,0.00999999999999997,0.01,0.00999999999999999,0.212168297569308,0.0567134410607232,0.0100000000000002,0.283884799384899,0.01
"41",0.0100000000000001,0.120879955255213,0.0099999999999998,0.0100000000000001,0.212932348190872,0.01,0.01,0.01,0.00999999999999999,0.00999999999999999,0.21515569091619,0.0605567457294101,0.00999999999999994,0.290475259908315,0.00999999999999994
"42",0.0100000000000002,0.0971972378247956,0.0099999999999992,0.00999999999999995,0.223193907082307,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.218143084263071,0.0644000503980965,0.00999999999999996,0.29706572043173,0.01
"43",0.0100000000000002,0.0735145203943764,0.00999999999999929,0.00999999999999995,0.233455465973743,0.01,0.01,0.00999999999999997,0.0100000000000001,0.01,0.221130477609953,0.0682433550667831,0.00999999999999996,0.303656180955145,0.01
"44",0.0100000000000002,0.049831802963958,0.00999999999999916,0.00999999999999996,0.243717024865178,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.224117870956834,0.0720866597354697,0.00999999999999996,0.310246641478561,0.01
"45",0.0100000000000002,0.0261490855335389,0.00999999999999914,0.0100000000000001,0.253978583756613,0.01,0.01,0.01,0.0100000000000001,0.01,0.227105264303716,0.0759299644041563,0.00999999999999996,0.316837102001976,0.01
"46",0.0100000000000002,0.01,0.00999999999999912,0.00999999999999996,0.25304170602572,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.230523354242263,0.0823127065536592,0.00999999999999996,0.324122233178358,0.01
"47",0.0100000000000002,0.01,0.00999999999999911,0.00999999999999996,0.228099871146496,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.234864684948746,0.0941389842576081,0.00999999999999996,0.33289645964715,0.01
"48",0.0100000000000002,0.01,0.00999999999999921,0.00999999999999997,0.203158036267273,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.239206015655229,0.105965261961557,0.00999999999999996,0.341670686115942,0.01
"49",0.0100000000000002,0.00999999999999999,0.00999999999999897,0.00999999999999997,0.17821620138805,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.243547346361711,0.117791539665506,0.00999999999999996,0.350444912584734,0.01
"50",0.0100000000000002,0.00999999999999998,0.00999999999999918,0.00999999999999997,0.153274366508826,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.247888677068194,0.129617817369455,0.00999999999999996,0.359219139053527,0.01
"51",0.0100000000000002,0.00999999999999999,0.00999999999999906,0.00999999999999997,0.128332531629602,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.252230007774676,0.141444095073404,0.00999999999999997,0.367993365522319,0.01
"52",0.0100000000000002,0.01,0.00999999999999905,0.00999999999999998,0.103390696750379,0.01,0.01,0.00999999999999997,0.0100000000000001,0.01,0.256571338481159,0.153270372777352,0.00999999999999997,0.376767591991111,0.00999999999999999
"53",0.0100000000000002,0.01,0.00999999999999915,0.00999999999999998,0.0784488618711549,0.01,0.01,0.00999999999999997,0.0100000000000001,0.01,0.260912669187641,0.165096650481301,0.00999999999999997,0.385541818459903,0.00999999999999999
"54",0.0100000000000002,0.01,0.00999999999999903,0.0100000000000001,0.0535070269919315,0.01,0.01,0.00999999999999997,0.0100000000000001,0.0100000000000001,0.265253999894124,0.17692292818525,0.00999999999999997,0.394316044928695,0.00999999999999999
"55",0.0100000000000002,0.00999999999999998,0.00999999999999902,0.00999999999999998,0.0285651921127077,0.01,0.01,0.00999999999999998,0.0100000000000001,0.01,0.269595330600606,0.188749205889199,0.00999999999999997,0.403090271397488,0.00999999999999998
"56",0.0100000000000002,0.01,0.00999999999999889,0.00999999999999998,0.01,0.01,0.01,0.00999999999999997,0.0100000000000001,0.01,0.269780294435791,0.203369394892887,0.00999999999999998,0.406850310671322,0.00999999999999992
"57",0.0100000000000002,0.00999999999999999,0.00999999999999898,0.00999999999999996,0.01,0.00999999999999999,0.01,0.00999999999999995,0.0100000000000001,0.0117163761297589,0.257892243244078,0.22478806426938,0.00999999999999998,0.395603316356784,0.00999999999999997
"58",0.0100000000000002,0.01,0.00999999999999884,0.00999999999999995,0.01,0.00999999999999998,0.0100000000000001,0.00999999999999994,0.0100000000000001,0.0202201983753954,0.246114856336467,0.240924222005568,0.00999999999999997,0.382740723282571,0.00999999999999996
"59",0.0100000000000002,0.01,0.00999999999999892,0.00999999999999993,0.01,0.00999999999999998,0.0100000000000001,0.00999999999999993,0.0100000000000001,0.0287240206210316,0.234337469428856,0.257060379741755,0.00999999999999997,0.369878130208359,0.00999999999999996
"60",0.0100000000000003,0.01,0.0099999999999989,0.00999999999999991,0.01,0.00999999999999997,0.0100000000000001,0.00999999999999991,0.0100000000000001,0.0372278428666681,0.222560082521245,0.273196537477942,0.00999999999999996,0.357015537134146,0.00999999999999996
"61",0.0100000000000003,0.01,0.00999999999999887,0.0099999999999999,0.01,0.00999999999999996,0.0100000000000001,0.00999999999999988,0.0100000000000002,0.0457316651123048,0.210782695613633,0.28933269521413,0.00999999999999996,0.344152944059934,0.00999999999999995
"62",0.0100000000000003,0.0100000000000001,0.00999999999999885,0.00999999999999988,0.01,0.00999999999999996,0.0100000000000001,0.0099999999999999,0.0100000000000002,0.0542354873579411,0.199005308706022,0.305468852950317,0.00999999999999995,0.331290350985721,0.00999999999999995
"63",0.0100000000000003,0.0100000000000001,0.00999999999999882,0.00999999999999986,0.01,0.00999999999999995,0.0100000000000002,0.00999999999999985,0.0100000000000002,0.0627393096035778,0.18722792179841,0.321605010686505,0.00999999999999992,0.318427757911509,0.00999999999999994
"64",0.0100000000000003,0.0100000000000001,0.00999999999999879,0.00999999999999974,0.01,0.01,0.0100000000000002,0.00999999999999985,0.0100000000000002,0.0712431318492138,0.1754505348908,0.337741168422691,0.00999999999999992,0.305565164837297,0.00999999999999994
"65",0.0100000000000003,0.0100000000000001,0.00999999999999876,0.00999999999999983,0.01,0.01,0.0100000000000002,0.00999999999999984,0.0100000000000002,0.0797469540948504,0.163673147983188,0.353877326158879,0.00999999999999994,0.292702571763084,0.00999999999999988
"66",0.0100000000000003,0.0100000000000001,0.00999999999999873,0.00999999999999981,0.01,0.01,0.0100000000000002,0.00999999999999983,0.0100000000000002,0.0882507763404868,0.151895761075577,0.370013483895066,0.00999999999999993,0.279839978688872,0.00999999999999993
"67",0.0100000000000003,0.0100000000000001,0.00999999999999871,0.0099999999999998,0.01,0.01,0.0100000000000002,0.00999999999999981,0.0100000000000002,0.096754598586123,0.140118374167966,0.386149641631253,0.00999999999999993,0.266977385614659,0.00999999999999993
"68",0.0100000000000003,0.00999999999999977,0.00999999999999868,0.00999999999999978,0.0100000000000001,0.00999999999999999,0.01,0.00999999999999981,0.0100000000000002,0.10525842083176,0.128340987260355,0.40228579936744,0.0099999999999999,0.254114792540447,0.00999999999999993
"69",0.0100000000000003,0.00999999999999975,0.00999999999999854,0.00999999999999977,0.0100000000000001,0.00999999999999998,0.0100000000000001,0.00999999999999979,0.0100000000000003,0.113762243077396,0.116563600352743,0.418421957103628,0.00999999999999992,0.241252199466234,0.00999999999999992
"70",0.0100000000000003,0.00999999999999972,0.00999999999999863,0.00999999999999975,0.01,0.00999999999999998,0.01,0.00999999999999977,0.0100000000000003,0.122266065323033,0.104786213445132,0.434558114839815,0.00999999999999991,0.228389606392022,0.00999999999999992
"71",0.0100000000000003,0.0099999999999997,0.0099999999999986,0.00999999999999973,0.0100000000000001,0.00999999999999998,0.01,0.00999999999999976,0.0100000000000003,0.130769887568669,0.093008826537521,0.450694272576002,0.00999999999999991,0.21552701331781,0.00999999999999986
"72",0.0100000000000004,0.00999999999999968,0.00999999999999857,0.00999999999999971,0.0100000000000001,0.00999999999999998,0.01,0.00999999999999974,0.0100000000000002,0.139273709814306,0.0812314396299096,0.466830430312189,0.00999999999999991,0.202664420243597,0.00999999999999991
"73",0.0100000000000004,0.0099999999999996,0.00999999999999854,0.00999999999999959,0.0100000000000001,0.00999999999999998,0.01,0.00999999999999973,0.0100000000000003,0.147777532059942,0.0694540527222988,0.482966588048376,0.0099999999999999,0.189801827169385,0.0099999999999999
"74",0.0100000000000004,0.00999999999999958,0.00999999999999852,0.00999999999999968,0.0100000000000001,0.00999999999999998,0.01,0.00999999999999973,0.0100000000000003,0.156281354305578,0.0576766658146877,0.499102745784563,0.0099999999999999,0.176939234095173,0.0099999999999999
"75",0.0100000000000004,0.00999999999999961,0.00999999999999848,0.00999999999999966,0.0100000000000001,0.00999999999999998,0.01,0.0099999999999997,0.0100000000000004,0.183879220690984,0.0438986136599736,0.5,0.00999999999999988,0.162222165649045,0.0099999999999999
"76",0.0100000000000004,0.00999999999999963,0.00999999999999845,0.00999999999999964,0.00999999999999988,0.01,0.01,0.00999999999999968,0.0100000000000003,0.21260132882848,0.0300027639665989,0.5,0.00999999999999987,0.147395907204923,0.0099999999999999
"77",0.0100000000000004,0.00999999999999971,0.00999999999999841,0.00999999999999962,0.00999999999999988,0.01,0.00999999999999989,0.00999999999999967,0.0100000000000003,0.241323436965978,0.0161069142732241,0.5,0.00999999999999985,0.132569648760801,0.0099999999999999
"78",0.0100000000000003,0.01,0.00999999999999836,0.0099999999999996,0.00999999999999999,0.0100000000000002,0.00999999999999989,0.0099999999999999,0.0100000000000004,0.271678163614357,0.01,0.5,0.00999999999999983,0.108321836385645,0.00999999999999991
"79",0.0100000000000005,0.01,0.0099999999999983,0.00999999999999959,0.00999999999999998,0.0100000000000002,0.00999999999999999,0.00999999999999989,0.0100000000000004,0.303312944692388,0.01,0.5,0.00999999999999981,0.076687055307615,0.00999999999999991
"80",0.0100000000000004,0.0100000000000002,0.00999999999999824,0.00999999999999957,0.00999999999999998,0.0100000000000002,0.00999999999999998,0.00999999999999989,0.0100000000000004,0.33494772577042,0.01,0.5,0.00999999999999979,0.0450522742295821,0.00999999999999985
"81",0.0100000000000003,0.0100000000000001,0.00999999999999818,0.00999999999999956,0.00999999999999997,0.0100000000000002,0.00999999999999998,0.00999999999999984,0.0100000000000004,0.366582506848452,0.01,0.5,0.00999999999999977,0.0134174931515512,0.00999999999999991
